500; 0.000095
1000; 0.000235
1500; 0.000385
2000; 0.000510
2500; 0.000692
3000; 0.000829
3500; 0.000992
4000; 0.001105
4500; 0.001338
5000; 0.001542
5500; 0.001755
6000; 0.001860
6500; 0.002063
7000; 0.002185
7500; 0.002322
8000; 0.002485
8500; 0.002688
9000; 0.002894
9500; 0.003141
10000; 0.003377
10500; 0.003523
11000; 0.003743
11500; 0.003976
12000; 0.004216
12500; 0.004266
13000; 0.004449
13500; 0.005149
14000; 0.004596
14500; 0.004906
15000; 0.004950
15500; 0.005083
16000; 0.005225
16500; 0.005429
17000; 0.005904
17500; 0.006115
18000; 0.006396
18500; 0.006602
19000; 0.007066
19500; 0.007167
20000; 0.007464
20500; 0.007689
21000; 0.007617
21500; 0.007805
22000; 0.008009
22500; 0.008196
23000; 0.008419
23500; 0.008566
24000; 0.008736
24500; 0.008932
25000; 0.009161
25500; 0.009255
26000; 0.009569
26500; 0.009684
27000; 0.010024
27500; 0.010046
28000; 0.010288
28500; 0.010336
29000; 0.010296
29500; 0.010483
30000; 0.010598
30500; 0.011126
31000; 0.011394
31500; 0.011523
32000; 0.011630
32500; 0.011782
33000; 0.012047
33500; 0.012381
34000; 0.012556
34500; 0.012863
35000; 0.013118
35500; 0.013376
36000; 0.013714
36500; 0.013865
37000; 0.014069
37500; 0.014291
38000; 0.014277
38500; 0.014271
39000; 0.014535
39500; 0.014853
40000; 0.015331
40500; 0.015808
41000; 0.015959
41500; 0.016280
42000; 0.016322
42500; 0.016519
43000; 0.016758
43500; 0.016935
44000; 0.017225
44500; 0.017452
45000; 0.017507
45500; 0.017269
46000; 0.017192
46500; 0.018235
47000; 0.018224
47500; 0.018396
48000; 0.018643
48500; 0.018937
49000; 0.019191
49500; 0.019239
50000; 0.019391
50500; 0.019611
51000; 0.019949
51500; 0.019627
52000; 0.019550
52500; 0.020211
53000; 0.020444
53500; 0.020745
54000; 0.020974
54500; 0.021087
55000; 0.020933
55500; 0.021080
56000; 0.021708
56500; 0.021858
57000; 0.021762
57500; 0.022231
58000; 0.022504
58500; 0.022716
59000; 0.022818
59500; 0.023032
60000; 0.023124
60500; 0.023128
61000; 0.023621
61500; 0.023523
62000; 0.024404
62500; 0.024385
63000; 0.024097
63500; 0.024670
64000; 0.024674
64500; 0.024699
65000; 0.024939
65500; 0.025012
66000; 0.025265
66500; 0.025380
67000; 0.026287
67500; 0.026355
68000; 0.026363
68500; 0.026533
69000; 0.027012
69500; 0.026648
70000; 0.026526
70500; 0.026822
71000; 0.027255
71500; 0.028457
72000; 0.028234
72500; 0.028541
73000; 0.029027
73500; 0.029334
74000; 0.029656
74500; 0.029771
75000; 0.029630
75500; 0.029929
76000; 0.031158
76500; 0.030597
77000; 0.031028
77500; 0.031347
78000; 0.031711
78500; 0.031773
79000; 0.030994
79500; 0.031459
80000; 0.031735
80500; 0.032098
81000; 0.032115
81500; 0.032505
82000; 0.033685
82500; 0.032810
83000; 0.033530
83500; 0.033928
84000; 0.034482
84500; 0.034446
85000; 0.034839
85500; 0.035102
86000; 0.034389
86500; 0.035719
87000; 0.035078
87500; 0.035158
88000; 0.035276
88500; 0.035532
89000; 0.035702
89500; 0.035663
90000; 0.035877
90500; 0.036123
91000; 0.036595
91500; 0.036715
92000; 0.037785
92500; 0.036974
93000; 0.038432
93500; 0.038559
94000; 0.038890
94500; 0.038871
95000; 0.039474
95500; 0.038297
96000; 0.039359
96500; 0.038520
97000; 0.038736
97500; 0.039192
98000; 0.040925
98500; 0.040630
99000; 0.040899
99500; 0.041061
100000; 0.041350
