500; 0.000358
1000; 0.001253
1500; 0.002897
2000; 0.005155
2500; 0.007871
3000; 0.011244
3500; 0.015298
4000; 0.020121
4500; 0.025759
5000; 0.031882
5500; 0.038382
6000; 0.045782
6500; 0.053767
7000; 0.061980
7500; 0.071175
8000; 0.080649
8500; 0.089746
9000; 0.102466
9500; 0.113500
10000; 0.125973
