500; 0.000055
1000; 0.000142
1500; 0.000208
2000; 0.000305
2500; 0.000393
3000; 0.000474
3500; 0.000574
4000; 0.000646
4500; 0.000744
5000; 0.000864
5500; 0.000952
6000; 0.001004
6500; 0.001096
7000; 0.001230
7500; 0.001299
8000; 0.001362
8500; 0.001507
9000; 0.001642
9500; 0.001701
10000; 0.001814
10500; 0.001836
11000; 0.002010
11500; 0.002010
12000; 0.002162
12500; 0.002307
13000; 0.002465
13500; 0.002537
14000; 0.002599
14500; 0.002718
15000; 0.002768
15500; 0.002884
16000; 0.002999
16500; 0.003162
17000; 0.003175
17500; 0.003283
18000; 0.003560
18500; 0.003444
19000; 0.003587
19500; 0.003500
20000; 0.003755
20500; 0.003879
21000; 0.004036
21500; 0.004216
22000; 0.004208
22500; 0.004332
23000; 0.004472
23500; 0.004579
24000; 0.004507
24500; 0.004524
25000; 0.005106
25500; 0.005061
26000; 0.005158
26500; 0.005091
27000; 0.005453
27500; 0.005447
28000; 0.005628
28500; 0.005541
29000; 0.005713
29500; 0.005798
30000; 0.005821
30500; 0.005871
31000; 0.006161
31500; 0.006276
32000; 0.006175
32500; 0.006538
33000; 0.006883
33500; 0.006853
34000; 0.006666
34500; 0.007188
35000; 0.006760
35500; 0.007227
36000; 0.007218
36500; 0.007341
37000; 0.007481
37500; 0.007415
38000; 0.007526
38500; 0.007837
39000; 0.007924
39500; 0.007976
40000; 0.007957
40500; 0.008212
41000; 0.008307
41500; 0.008527
42000; 0.008688
42500; 0.008987
43000; 0.009157
43500; 0.009060
44000; 0.008885
44500; 0.009354
45000; 0.009165
45500; 0.009283
46000; 0.009480
46500; 0.009447
47000; 0.009597
47500; 0.009378
48000; 0.009670
48500; 0.009642
49000; 0.010070
49500; 0.010299
50000; 0.010151
50500; 0.011479
51000; 0.010634
51500; 0.010632
52000; 0.010953
52500; 0.011495
53000; 0.011372
53500; 0.011741
54000; 0.011292
54500; 0.011335
55000; 0.011889
55500; 0.011993
56000; 0.012065
56500; 0.011912
57000; 0.011996
57500; 0.012025
58000; 0.012143
58500; 0.012400
59000; 0.012465
59500; 0.012813
60000; 0.012915
60500; 0.012916
61000; 0.012932
61500; 0.013064
62000; 0.013058
62500; 0.013225
63000; 0.013047
63500; 0.013850
64000; 0.013289
64500; 0.013517
65000; 0.014083
65500; 0.013598
66000; 0.013799
66500; 0.014004
67000; 0.013949
67500; 0.014286
68000; 0.014752
68500; 0.014708
69000; 0.014826
69500; 0.015280
70000; 0.015396
70500; 0.014883
71000; 0.015171
71500; 0.014900
72000; 0.015367
72500; 0.015619
73000; 0.015425
73500; 0.015591
74000; 0.015531
74500; 0.015918
75000; 0.015558
75500; 0.016136
76000; 0.016615
76500; 0.016254
77000; 0.016109
77500; 0.016474
78000; 0.016820
78500; 0.016413
79000; 0.017143
79500; 0.016600
80000; 0.016937
80500; 0.017348
81000; 0.017384
81500; 0.016846
82000; 0.017572
82500; 0.018275
83000; 0.018310
83500; 0.017832
84000; 0.017409
84500; 0.017973
85000; 0.018436
85500; 0.018211
86000; 0.018512
86500; 0.018660
87000; 0.018529
87500; 0.018647
88000; 0.018679
88500; 0.019332
89000; 0.019197
89500; 0.018394
90000; 0.019203
90500; 0.019416
91000; 0.019766
91500; 0.020096
92000; 0.020278
92500; 0.019791
93000; 0.020001
93500; 0.020942
94000; 0.021218
94500; 0.020303
95000; 0.020698
95500; 0.020925
96000; 0.021239
96500; 0.020956
97000; 0.021226
97500; 0.021805
98000; 0.021731
98500; 0.021564
99000; 0.022174
99500; 0.021885
100000; 0.021893
